Id,Prediction,Lyrics
1754,1.0,"I say ""No, no, no, chill, it ain't no need for that"""
1755,0.0,She's kept track of all his Internet chats
1756,0.0,And then I call Liz and she say he comin' over
1757,0.0,"p**** n****, we tote gats (Yeah, yeah)"
1758,0.0,"Turn a b**** from nothing to a Cinderella (Bad, go)"
1759,0.0,"Wockhardt gimme the runs, don't none of my hoes wear Uggs"
1760,0.0,If I had a dollar for my sins?
1761,0.0,"Free my Primes, n****, suck my d***"
1762,1.0,"And these memories of us, it's brutal"
1763,0.0,If I hit it two times then I like her (I like her)
1764,0.0,"Please don't let them fool ya, I don't care how they look (Nah)"
1765,1.0,So can we make the most out of no time?
1766,0.0,"Leave you deep in thought, I could never swim in the kiddie pool"
1767,0.0,"Woop, eighty my Rolex"
1768,0.0,"Bust a cloud, shoot the lightning (Pop it)"
1769,0.0,"Save your money, b****, that's money well spent"
1770,0.0,"I can't show nobody where my mama live, that's how I 'posed to feel"
1771,1.0,Give me the truth
1772,1.0,I was broken but free
1773,1.0,Gimme the ting and make me rock in a dance
1774,1.0,Let's have a toast to the good life
1775,0.0,"Handout, palm up, you cannot get this s*** here for free, nah"
1776,1.0,It lingers when we're done
1777,0.0,Justin Bieber New album 2018
1778,1.0,Break up with your girlfriend (Girlfriend)
1779,1.0,"Oh, I'm caught between your love and a hard place"
1780,0.0,"I can't hit a thot, can't trust a thot, they tellin' secrets (Thot, no)"
1781,0.0,"Spent ten hours on this flight, man"
1782,0.0,"We can get it poppin' like Redenbach, letting off like Remy Ma"
1783,0.0,I know I've only felt religion when I've lied with you
1784,0.0,"Yeah, I pay taxes, so much taxes, s*** don't make sense"
1785,0.0,She like the way I rrr
1786,1.0,"Is anything forever, or just a feeling?"
1787,1.0,"Baby, please don't let me break, yeah"
1788,1.0,"Nobody can handle me, I'm gone"
1789,0.0,This that hot girl bummer anthem
1790,0.0,I think I might die without you
1791,1.0,"When you touch me, it's so powerful"
1792,0.0,Aimin' at your head like a buffalo
1793,1.0,I miss those nights when you would come over
1794,0.0,Cop another bag of smoke today
1795,0.0,My dawg stabbed his celly
1796,1.0,Then you cross me
1797,1.0,"Ask how many nights I've been thinking of you, zero, zero"
1798,1.0,"Oh no, there you go, making me a liar"
1799,0.0,(Ayy) Mind is runnin' all day
1800,0.0,Goin' nuts (Yeah)
1801,0.0,But I'm begging you please don't go
1802,0.0,Pray every day that I'm far from a nuisance
1803,1.0,Where you from? (Where you from?)
1804,0.0,"Make big deposits, my gloss is poppin'"
1805,0.0,I bought a crib just for (Just for) the closet (Closet)
1806,0.0,"One day, me no even talking to you"
1807,1.0,"d***, missin' what we had"
1808,0.0,"(Tay Keith, f*** these n****s up)"
1809,1.0,"Whatever it is, I'm sorry"
1810,1.0,"Oh, oh, it's probably gonna sound wrong"
1811,1.0,"I miss you, I miss you, I miss you more"
1812,0.0,"I'm tryna get out of here and go taste her, yeah"
1813,0.0,"I praise the Lord, then break the law"
1814,0.0,"Went looking for a sign, but instead, I got a message"
1815,1.0,Every little thing that I do
1816,0.0,Link with Skull and Cuz and Jamie ah yard and we deh pon Gaza
1817,1.0,Just play your part and I won't ever complain about it
1818,0.0,"Roxanne (Roxanne), Roxanne (Roxanne)"
1819,0.0,"'Cause air traffic controls the landing, yeah, yeah, yeah, yeah"
1820,1.0,So I'll ask you this question
1821,1.0,I never needed anything from you
1822,0.0,"This ain't what you want, this ain't what you want (What you want)"
1823,0.0,"James Bay, Let It Go"
1824,0.0,"Steady taking shots, but never hurting numbers"
1825,1.0,"I just, I just can't let you go"
1826,1.0,You showed me heaven
1827,0.0,So sue me for being good friends with your friends
1828,0.0,All these voices in my head get loud
1829,0.0,"Oh, f***, s***, b**** (Huh)"
1830,0.0,"Everyone showin' up, where was you in the beginnin'?"
1831,0.0,"'Cause you got desires, I know, I know, I know (Ayy)"
1832,1.0,"The way you bring other girls, yeah, I like that"
1833,1.0,All I ever wanted was love
1834,0.0,"Count it up, count it up, count it up, count it"
1835,0.0,One more time 'fore I go
1836,1.0,"I could lie, say I like it like that, like it like that"
1837,0.0,I lead the pack so my back's to them
1838,0.0,Holdin' big words that I can't say
1839,1.0,Will I fall? Will I fly?
1840,0.0,Still need my accounts longer like the way my nephew's gettin' taller
1841,0.0,Flyin' private jet with the rod (Rod)
1842,1.0,"Opposites attract, I'm someone, you're a no one"
1843,0.0,I'm goin' to Mars with my girl (Don't call your exes)
1844,0.0,"SportsCenter, top ten"
1845,1.0,Want me to spell it out for you?
1846,0.0,"Cry for me, cry for me, you said you'd die for me"
1847,0.0,"I get in, fake ID, I'm McLovin it (Yeah)"
1848,0.0,"As fate would have it, became an addict"
1849,0.0,And your side of the bed still smells like you though
1850,1.0,"Mamacita, mamacita"
1851,0.0,"Yeah, yeah, yeah (uh)"
1852,1.0,Don't pretend that you don't want me
1853,0.0,"Hallelujah, hallelujah, hallelujah, hallelujah"
1854,0.0,Two hundred bands under the floor of the kitchen
1855,0.0,"I ain't no sucker, I ain't cuffin' no action (nah)"
1856,1.0,Baby just came out of a cast
1857,1.0,"Before the morning sun, when life was lonely"
1858,0.0,But we was from The Bay so we both was going too dumb
1859,0.0,Even if we're breaking down
1860,1.0,Got a Hennessy in my hand
1861,0.0,There's such a difference between us
1862,1.0,"Thought it was done, but I"
1863,1.0,"When you see your reflection, you'll see what I like"
1864,0.0,Thought we drew the line right through you and I
1865,0.0,Tell your friends that you're so happy
1866,1.0,Even when I'm crying crazy
1867,0.0,"If I overdose, bae, are you gon' drop with me?"
1868,1.0,I'll tell you what I got in mind
1869,1.0,"Two texts, no reply, that's when I knew"
1870,0.0,"Somebody tell Budden before I snap, he better fasten it"
1871,0.0,"You a f***boy, we ain't with the horseplay (b****)"
1872,0.0,The last two lines may read incorrect until said
1873,1.0,Back when we were kids
1874,0.0,Get your block hit up
1875,0.0,"They ran me ten thousand, I threw it like Brady"
1876,0.0,"On the road I'm a mack, I'm a chooser"
1877,0.0,"You know everybody been waiting on that Baby, man"
1878,0.0,"If they can't make you richer, they can't make you cum (Egh!)"
1879,1.0,I don't believe the hype
1880,0.0,Are you on ten yet? I live on ten (wait)
1881,1.0,I just wanna take the time
1882,1.0,"Trying to get way up, ooh ooh"
1883,0.0,And I'll never lie to you
1884,1.0,And I'll follow right down the river
1885,0.0,"Yeah, hot box, dirty stick, case closed (Case closed)"
1886,0.0,"Pick up, pick up, pick up"
1887,1.0,"You, you love it how I move you"
1888,0.0,"Mama told me, ""f*** the world and be so aggressive"
1889,0.0,Prolly 'cause there's no umbrella to shield me from all the rain
1890,0.0,"Told 'em f*** 12, f*** SWAT"
1891,0.0,Who don't care who you dated long as you care and you trustin'?
1892,1.0,"Yeah, we are never, ever going home tonight"
1893,0.0,I might take off on you peons and go away to Venus
1894,1.0,You'll never understand what my life is (My life is)
1895,0.0,"Woah, woah, woah, woah, woah"
1896,0.0,Knowin' godd*** well n**** still sippin' syrup
1897,0.0,"He's at the top and he's at the top, but nobody stayin'"
1898,0.0,Might leave your b**** in a slump (Your back)
1899,0.0,"n****, that's my s***, don't bite it"
1900,0.0,Remember when you thought I'd take a loss?
1901,0.0,"We go on dates, I send the Maybach out in neighborhoods"
1902,0.0,"I wanna feel alive, I don't even wanna die anymore"
1903,0.0,"If you ain't no boss b****, move, ayy"
1904,0.0,"I don't regret it though, I learned from it"
1905,0.0,"She said all she really wanna do is f***, I said, ""Likewise"" (Ayy)"
1906,1.0,"I only see my goals, I don't believe in failure"
1907,1.0,Wish I wouldn't have worry about what other people thought
1908,1.0,"When I'm f***ed up, that's the real me"
1909,1.0,"Need you to hold me up, I"
1910,0.0,I'm outside in an AMG
1911,0.0,"Tell the whole truth to my lawyer, Guwop slicker than oil (Oil)"
1912,1.0,"Can't say I miss you, I don't got emotions"
1913,1.0,You know I used to be a thief up in the night
1914,1.0,"Yeah, I need you right now"
1915,1.0,"You pull me deep (pull me deep), both feet (both feet)"
1916,0.0,"Still growin' up, still growin' up"
1917,0.0,We turned the hotel lobby to a party
1918,0.0,"I whip the baby, the baby gon' burp (whip it)"
1919,1.0,And every time it gets too real
1920,1.0,"That's the moral of the story, babe"
1921,1.0,"I'll bet, I'll bet that's why I keep on thinking 'bout you"
1922,1.0,"The truth will set you free, oh"
1923,0.0,"All the big kids, they got drunk"
1924,1.0,"Whoa, can't believe I wanted you"
1925,0.0,Everybody say that I gotta be stopped (Stopped)
1926,0.0,"The object in the mirror is more near than it appears, oh s***"
1927,0.0,Let's go get married like we Thankgod and Kenisha (Okay)
1928,1.0,Is it anything and everything you hoped for?
1929,1.0,"You're just like me, you're out your mind"
1930,0.0,"For my dogs 'hind the wall, we gon' ball when you free (Ball)"
1931,0.0,"Quick to Timberlake a b****, now she despise me, I swear"
1932,1.0,(I don't wanna let you go)
1933,0.0,I gave 'em trust when I saw hate in front my eyes
1934,0.0,"The vibe's too wavy, it's too hard to kill"
1935,0.0,"Every weekend, I blew off my best friends"
1936,1.0,I don't feel like she's mine enough
1937,0.0,That's why rap needs a doctor
1938,1.0,"Just need you to tell me we're alright, tell me we're okay"
1939,0.0,"n****s actin' woke, but they broke, umm"
1940,1.0,Talk about some things we can't undo
1941,0.0,"When my whip stop, then my wheels keep spinnin'"
1942,1.0,"It's gonna be a good, good life"
1943,0.0,"In my inbox like I owe you, I got this by myself"
1944,1.0,All the stars are closer
1945,1.0,"Oh, I think that you should know"
1946,1.0,"St Lucia, Dancing On Glass"
1947,0.0,Chasin' this paper since twelve or thirteen
1948,0.0,"Like you could never play games too, woah (Yeah)"
1949,0.0,Let me see if this is something I can fix (Six)
1950,0.0,"Eatin' it up, beatin' it up, ayy (Woo)"
1951,1.0,"Now I'm the fool (It's solo, solo everybody)"
1952,0.0,"I'm in control of my destiny, never in doubt"
1953,1.0,He don't do you right
1954,1.0,We can let it go now
1955,1.0,"Would come back to, come back to me"
1956,0.0,"Everybody drip, turn the hood to an island"
1957,0.0,"And I'm destined for this f***ing greatness, ayy"
1958,0.0,"Pull up to the Maybach in the driveway, hmm"
1959,1.0,And that's a problem with a closed door
1960,1.0,Officers arrested
1961,0.0,"I am not a quitter, you ain't really think that, did ya?"
1962,1.0,I don't trust no one around us
1963,1.0,So leave the lights on
1964,1.0,Tell me what you hate about me
1965,0.0,"Shawty barely seen in double C's, I bought 'em"
1966,1.0,"Work, work, work"
1967,1.0,"La, la, la, la, la, la"
1968,0.0,"This girl, she got mixed personalities"
1969,1.0,Didn't you tell me that I blew your mind?
1970,1.0,Like you did on me
1971,0.0,"All I want is your love, I can't see no b**** after you"
1972,1.0,"All my ladies, listen up (All my ladies)"
1973,0.0,"On the Nawf, got Diego (Diego)"
1974,1.0,And everybody's watching her
1975,1.0,You can just be yourself
1976,0.0,"I'm poppin' a pill, I'm feelin' alive"
1977,0.0,Frightened of this thing that I've become
1978,0.0,"Transitions, plans switchin', ambition"
1979,0.0,"I be with some steppers, I don't care 'bout what you gon' do"
1980,0.0,"I was broke as hell, sleepin' on the mattress (On the mattress)"
1981,0.0,"b**** I'm lit on the 'Gram, a million likes, you see my s***"
1982,0.0,"b****, I do rich s***, huh"
1983,1.0,And you know at late night she be stayin' out
1984,0.0,You're lovin' on the murderer sitting next to you
1985,1.0,I wanna slow dance if you're feeling me now (If you're feeling me now)
1986,0.0,"Yeah, I swear that lil' n**** my clone"
1987,1.0,You can get that from everyone else
1988,0.0,"The backend just came in, in all hundreds"
1989,0.0,Rain down on us (Ah)
1990,0.0,I play with her kitty until it get sticky
1991,0.0,"Turn the ignition, I'm driven and sittin' pretty (Pretty)"
1992,0.0,Bread winner like I'm Kevin Gates
1993,0.0,"I get lost in her eyes, like dust from the skies"
1994,0.0,"You see the whip pullin' up, it's like ""skrrt"""
1995,0.0,Some people try but they can't find the magic
1996,1.0,"You pull me deep (pull me deep), both feet (both feet)"
1997,0.0,"Woah, woah, woah"
1998,1.0,"Sometimes, you gotta lose somebody"
1999,0.0,I'm the type to let a n**** think that I'm broke
2000,1.0,And not even think about you
2001,0.0,"Young teachers, student doctors"
2002,0.0,"Keep movin' forward, keep movin' forward"
2003,1.0,"I'm upset ('Set, 'set)"
2004,1.0,And tonight the rain pours again
2005,0.0,Die for each other
2006,0.0,"Hop out the coupe, she get it"
2007,1.0,So that means he killed him
2008,0.0,"It is what it is, this some five star d***"
2009,0.0,"Got a b**** that's looking like Aaliyah, she a model"
2010,0.0,"Anybody who brings me up, duck it"
2011,1.0,"Me, baby, no way"
2012,1.0,Prepare for lightspeed
2013,0.0,"Baby mama fluke, but I love her for who she is"
2014,1.0,Ask him if I'm 'bout it
2015,1.0,It's the only thing I'll ever do
2016,1.0,Kicking like the baby
2017,0.0,"I can't get much higher, been smoking that fire"
2018,1.0,"Oh I, oh I, oh I"
2019,1.0,"Ooh, where you from?"
2020,0.0,"And shout out to Kingston, I keep me some Rastas"
2021,1.0,"I want it, I got it, I want it, I got it"
2022,1.0,Have a good time
2023,1.0,"Oh, baby, I go anywhere, you take me"
2024,1.0,"Every other night, another movie gettin' made"
2025,0.0,"She wanna f***, but keep her clothes on, I only want the jaw"
2026,1.0,But I prefer it when we wilding
2027,0.0,Too busy thinking what if (yeah)
2028,0.0,"I get bored, I might give away a necklace (Yeah, yeah)"
2029,0.0,"Bein' a real one is my motto, handle my problems, I ain't scared"
2030,0.0,"Walk up to a bad b****, be like, ""I think you fine,"" yeah"
2031,0.0,f*** on that b**** then I tip her (Tip her)
2032,0.0,"Top floor of the penthouse, biggest one still in Charlotte (Let's go)"
2033,0.0,"I don't really need the D, I need the (Money)"
2034,0.0,I just noticed that oomph was gone when we go in the booth
2035,1.0,"This isn't that, can't be ignorin' the stats"
2036,0.0,91 thousand for a wine bill
2037,1.0,But I think it's cause I remembered for the first time
2038,0.0,True love in the projects is called paradise
2039,1.0,"You, you, you know"
2040,1.0,"I don't wanna fight tonight, I'ma let you be right"
2041,1.0,"Yeah, we are all we need"
2042,0.0,Everybody take a shot
2043,0.0,Comparing all the girls who are killing it
2044,0.0,Eli blast crackin' 4s like a vase
2045,0.0,"Laughin' at them 'cause I'm richer than your OG (G, woo, yeah)"
2046,0.0,"Okay, get rocks, wrist go drip, drop"
2047,0.0,"You the one who drink a lotta codeine, huh? (Drank)"
2048,0.0,"That s*** is in a box to the left, to the left (Left, left, left)"
2049,0.0,f*** n****s always gotta learn the hard way
2050,0.0,"Pull up, make opp n****s bleed (Pull up, make opp n****s bleed), yeah, ayy"
2051,0.0,"Bust down, on the gang (Over)"
2052,0.0,"Kxng jay, don't play"
2053,1.0,"Don't get tired yet, tired yet"
2054,1.0,"""Nah, just make sure, you know"
2055,1.0,It don't matter to me what you say
2056,0.0,"Ayy, gotta shoot two at her (And you are Lil Uzi? Vert, let's go)"
2057,0.0,"Soon I'll be 60 years old, my daddy got 61"
2058,0.0,Look what I'm whippin' now (Slime!)
2059,0.0,"Uh, uh, uh, uh, yeah"
2060,0.0,"Said, ""Lil kid, you can't mess with me, if you wanted to"
2061,1.0,"Ooh, oh, oh, oh"
2062,0.0,"Not 'bout the set, but it's more 'bout respect"
2063,0.0,"I made love to a stripper (stripper), first I had to tip her (phrrr)"
2064,0.0,"Man, I heard that n**** Mickey, that's too risky"
2065,1.0,"I probably should wait, but I wanna let you go there"
2066,0.0,I attended Harlem picnics where you risked your life
2067,0.0,I know you could never be my b**** (Be my b****)
2068,0.0,I'm f***in' more than I'm makin' love
2069,0.0,"Run in the spot, we gettin' that (Get it)"
2070,1.0,"Haven't I been here before, here before?"
2071,0.0,"Ooh, only wear designer, esskeetit (Esskeetit)"
2072,0.0,"Wakin' up at 6 PM like, ""Where does the day go?"""
2073,1.0,Dancing with your silhouette in the places that we met
2074,0.0,"C'mon, c'mon, c'mon"
2075,0.0,"Blame it on the rain, Milli Vanilli with the disk skip"
2076,1.0,That's an assist (that's an assist)
2077,0.0,"Back it up, back it up (back it up, back it up)"
2078,0.0,"Uh, you is not cut from this side, uh"
2079,0.0,"I put my flex down, never sit down, I told that b**** I'll never stand down"
2080,0.0,"But if I could go back, I'd at least reword it"
2081,0.0,You decide if I live or die
2082,1.0,If all it is is eight letters
2083,1.0,"Oh my god, look in the mirror"
2084,0.0,Now baby you gon' go where you pos to go
2085,1.0,"Say it ain't so, say it ain't so"
2086,0.0,Got a kiss wit' your name on it
2087,1.0,"My way, oh way, oh way, oh way"
2088,0.0,Heard you signed your life for that brand new chain (I heard)
2089,1.0,"Freak out, freak out, freak out, freak out"
2090,1.0,Love my friends to death
2091,1.0,Feel your energy rushing through me
2092,0.0,I sell a mil' in a day (Ayy)
2093,0.0,My biggest flops are your greatest hits
2094,1.0,If I could break my DNA to pieces
2095,0.0,"In the end, it's him and I"
2096,0.0,'Cause you could be someone today and just be nobody tomorrow
2097,1.0,Standing with an army
2098,1.0,What I reap is what I will sow
2099,0.0,"I'm sick and tired of these young n****s act like they firin', they tellin' these lies"
2100,1.0,It isn't in my blood
2101,0.0,"Go ahead, go ahead, go ahead now"
2102,0.0,You take my love for granted
2103,1.0,"We just gotta, we just gotta hold on tonight"
2104,1.0,Mindin' my business and you show up
2105,1.0,"Oh, oh, oh, what do you mean?"
2106,0.0,Errybody dissin' just to have clout (Whoa)
2107,0.0,But I'm still all ears like Basset Hounds
2108,0.0,Ripping all the skin from off my bones
2109,0.0,"I already know he sweet, I already know he sweet (Yeah, yeah)"
2110,0.0,"Bust down wrist, not a bust down b**** (Ah)"
2111,1.0,"Oh, now, I got mixed personalities"
2112,1.0,"First, lay down"
2113,1.0,I tried to help you (I tried to help you)
2114,0.0,"Diamonds all up in her face (Bling, baow, baow, bling)"
2115,0.0,"Albums Fallen From Grace:Kali Uchis, TO FEEL ALIVE"
2116,1.0,I dare you to do something
2117,1.0,"Anytime, day or night"
2118,0.0,'Cause I bring guns to fights (Boom)
2119,0.0,I took the top off the Maybach
2120,0.0,"I ask her who got her heart, 'cause d***, that n**** lucky"
2121,1.0,"Walk with it, never walk without it (Oh)"
2122,1.0,It don't matter to me what you say
2123,1.0,"Don't walk away, boy (Mmm, don't walk away)"
2124,1.0,"'Cause I need it, yeah, I need it all of the time"
2125,0.0,"I'm a killing spree in white, eyes like broken Christmas lights"
2126,1.0,I wish I knew what I had when I left
2127,0.0,Toast to the ones here today (Ayy)
2128,1.0,And you may feel light headed
2129,1.0,"I mean, I can do anything that he can"
2130,1.0,"Watch this (Watch), watch this (Watch)"
2131,1.0,"Mmm, ah, mmm, ah, mmm, if you let me love you"
2132,0.0,"The Rollie on Ric Flair, my wrist is just wet up (Woo)"
2133,1.0,I don't know how to talk to you
2134,0.0,You be leavin' work and you deserve a Birkin
2135,0.0,That's a tool (Yeah)
2136,0.0,"You don't gotta use the door, you can hop in front of tip"
2137,0.0,"You see my face all over that Fendi design, yeah"
2138,0.0,"You love it, I like it, it's litty (Woo)"
2139,0.0,"Who am I? Someone that's afraid to let go, uh"
2140,1.0,We're on the right side of rock bottom
2141,0.0,"The first step, I would say, I grew up in America in a ruthless neighborhood where we were not protected by police, uh"
2142,1.0,Don't know how to love me good
2143,0.0,"Ooh, yuck me up, I don't want no romancin' (Skrt)"
2144,1.0,"If so, let me know"
2145,0.0,She told me no religion was the new religion
2146,0.0,"I was off the chain, I was often drained"
2147,0.0,"When you really gettin' millions, it gon' up a n**** status, up a n**** status"
2148,0.0,"Bust a bankroll in the club, where's Chase? (Yeah, yeah, yeah)"
2149,0.0,"I gave a n**** a diamond, I had to cap a n**** (Woo)"
2150,1.0,"I'm back, baby, where the love? (Where the love at?)"
2151,0.0,"Bow! Get the f*** though, I don't bluff, bro"
2152,0.0,"Ayy, I wanna ride, ride, ride on it"
2153,0.0,Di gyal dem want di length and strength
2154,1.0,"I'm ready for this, I need you all in"
2155,0.0,"Hills have eyes, the hills have eyes"
2156,0.0,"Tattoos, suu whoop, Bugatti, new boo"
2157,0.0,"Now vogue on that a**, yup! Yeah we in here"
2158,0.0,"Baby Mexico Choppa, man, Top Shotta"
2159,0.0,"Ready to gun you down, yeah (on God)"
2160,1.0,You are somebody that we don't know
2161,0.0,"These n****s hatin', these n****s plottin'"
2162,1.0,"Hopefully, we don't have no babies (Ooh)"
2163,0.0,"Doin' shows, I'm on stage for it, Saint Laurent on my feet"
2164,0.0,And the pumps in the background I was absent
2165,0.0,Hat is matte black
2166,0.0,"In slow motion, we see the sun rise"
2167,1.0,"Untouchable, untouchable (I'm feeling)"
2168,0.0,Pray to God that my money stay long
2169,0.0,"Big bank take lil' bank, bank"
2170,1.0,You say you'll be down in five
2171,0.0,"Thirty bottles, yeah, the bill is on me (On me)"
2172,1.0,I was here when you was asking where the love at
2173,0.0,Straight out the jungle
2174,1.0,Know that means I'll have to leave
2175,0.0,"Put money on my head just for your album, bruh"
2176,0.0,"Yeah, yeah, yeah, yeah"
2177,1.0,Can't believe that I really kept you (d***)
2178,1.0,"Bones are good, the rest, the rest don't matter (Baby, it don't really matter)"
2179,0.0,"Tell him, boy, bye, boy, bye, middle fingers up"
2180,0.0,"f*** my opps, they be on my d***, they all be mad we rich (Turn up)"
2181,1.0,Maybe I've been missin' what it's about
2182,0.0,They been keepin' tabs on me like I'm payin' next time
2183,0.0,"So spit that s*** from the heart, you didn't write like you wrote it (Wrote it) (Yeah)"
2184,0.0,"I might pull up in a Ghost, no Casper (21)"
2185,1.0,Hearing you whisper through the phone
2186,0.0,"Half a million on my head I can accept, yeah"
2187,0.0,Blue faces in my Amiris
2188,0.0,"I reached every goal, had to write another list (Yeah)"
2189,0.0,When life comin' at you from all angles and sides
2190,1.0,You're not with me
2191,0.0,"And that's an issue, but I'm okay"
2192,1.0,I'm in the pocket like Burrow
2193,1.0,Don't know how to keep me
2194,0.0,That's how much we have in common (Yuh!)
2195,1.0,Every time that you call me
2196,0.0,I'm watchin' my fan base shrink to thirds
2197,0.0,So I put diamonds on my tentacles
2198,1.0,I don't wanna wake up (Yeah)
2199,0.0,"f*** you like this, f*** you like that"
2200,0.0,Must be bulletproof (brrrp) (bye)
2201,1.0,And I'll never be her
2202,0.0,You gon' f*** around and drown off this wave
2203,0.0,I just can't get my palms to stop itchin'
2204,0.0,"Standin' ovation, the broad of the nation"
2205,1.0,And now he's so devoid of color
2206,1.0,You made a really deep cut
2207,1.0,And you don't have to change a thing
2208,0.0,That's for the slaves that had to wear the noose
2209,0.0,"Ridin' in the foreign, chiefin' on the forest"
2210,1.0,"They wanna know what it tastes like, yo"
2211,1.0,If it ain't love
2212,0.0,"b****es bad, yeah, they all migrate (Uh)"
2213,0.0,"'Til the day I die, 'til the day I die, 'til the day I die"
2214,0.0,Know what I'm sayin'?
2215,1.0,"Little Dragon, New Me, Same Us"
2216,0.0,Talkin' 'bout the love can't hold me (Woah)
2217,0.0,"Make the volcano blaze, can you feel the heat?"
2218,0.0,"I don't trust no n****, I don't fear no b**** (Fear no b****)"
2219,0.0,I kept me a bag with some hard in it (Hard in it)
2220,1.0,You got to keep me focused; you want it? Say so
2221,1.0,(Nobody can drag me)
2222,1.0,You've been hurt before
2223,1.0,"Yeah, mm, I left you solo"
2224,1.0,I want to see you smile but
2225,0.0,I know it's hard to see what you don't want to see
2226,0.0,"So I started writing songs, I started writing stories"
2227,1.0,If all it's gonna cause is pain
2228,0.0,Fell in love through photograph
2229,1.0,Guess show time is over
2230,0.0,"Hate it when I lose sight, life gets blurry"
2231,0.0,"Red dot for a chicken, he popped"
2232,1.0,I'ma wash away my sins
2233,1.0,In the city where the sun don't set
2234,0.0,I did it by being myself with no dramatic acting
2235,0.0,"Told me your secrets, your secrets, show me your fine, though"
2236,0.0,"Got this choppa on me, that I'm bustin'"
2237,1.0,How deep is your love?
2238,1.0,Then I left you (Uh)
2239,1.0,You and I were meant for something better
2240,1.0,Work every weekend just to get out of town
2241,0.0,And I'ma let you speak if you just let me breathe
2242,0.0,"One day, them kids that's listening gon' grow up"
2243,0.0,All my n****s know run up them numbers
2244,0.0,One brick at a time we watched it fall
2245,1.0,Thinking I'd die for you
2246,0.0,I know a girl happily married 'til she puts down her phone
2247,0.0,"Control the bag now (Control it), no need to brag now (No need)"
2248,0.0,"Baby, baby (Baby)"
2249,0.0,"Blood on my shirt, rose in my hand"
2250,1.0,And close your eyes to the one
2251,1.0,"I mean, I don't see what she sees"
2252,0.0,I tried tell myself two times was enough (Was enough)
2253,0.0,"This top shelf, got forty designer belts (Drip)"
2254,0.0,"Talk your s***, let your nuts drag, n****"
2255,1.0,"Maybe we, can be"
2256,1.0,"Tell me, you want to?"
2257,1.0,"Oh, I know, I know"
2258,0.0,"I don't care where I go, long as I get paid"
2259,1.0,But I really need him more than you
2260,0.0,"I'm the definition of ""wreck"" if you look into my soul"
2261,1.0,"Boy, you belong to me"
2262,0.0,"Mani turned ten, Kross turned two"
2263,0.0,"Ladies and gentlemen (Oh, s***)"
2264,0.0,"Let's be real, all you b****es wanna look like me"
2265,0.0,"Yeah, you better keep up, player"
2266,1.0,"Daddy, I know you're trying"
2267,1.0,"My youth, my youth is yours"
2268,1.0,If you like to do the things you know that we shouldn't do
2269,1.0,"Ask how many nights I've been thinking of you, zero, zero"
2270,1.0,"Yeah, yeah, like it's yours"
2271,1.0,Never felt this before
2272,1.0,Is it because of our history?
2273,1.0,"I'm on they a**, I just took a year off"
2274,1.0,"Tell me you didn't mean it, though"
2275,0.0,Only come around and f*** with me when the boy winnin' (when the boy winnin')
2276,0.0,"Yeah, what that mean?"
2277,1.0,"You do your thing, never wanted a future"
2278,0.0,"It's me, Drake, and Baby, you know you in trouble"
2279,0.0,"I was playin' dumb, they was thinkin' I'm stupid"
2280,0.0,Pop that p**** like poppin' p**** is goin' out of style
2281,0.0,"You could hit it in the mornin' (Hit in the mornin', yeah, yeah, yeah)"
2282,0.0,Got a whole lot of people that need me
2283,0.0,"Baby, let me be your man (Let me be your man)"
2284,0.0,"Yeah, in the cut in Medusa, lay low, yeah, I might be"
2285,1.0,"I'm all doing good, I tried to talk to my dad (Stretch my hands to You)"
2286,0.0,"When I told you f*** you, you thought I was playin', huh?"
2287,0.0,Don't know how to please me
2288,0.0,Jewelry in the safe on arrival
2289,1.0,Believe you won't deceive me
2290,0.0,You really got me paranoid
2291,1.0,I gotta flex up
2292,0.0,"Holy Spirit, help now (Yeah)"
2293,1.0,I'm the ghost of the future
2294,1.0,"All I can think about is coming over, coming over"
2295,1.0,"And I'm never gonna, never gonna want to fall back on you"
2296,0.0,"Every day leg day, she be too thick"
2297,0.0,"Yeah, it's Mr. Michael Myers, man (Michael Myers)"
2298,0.0,"Billions of views, your ten cents are two"
2299,0.0,Now none of these n****s can see us
2300,1.0,Can we always be this close?
2301,1.0,Send my love to your new lover
2302,0.0,Takin' shots with the GOAT and talked about shots that we sendin'
2303,1.0,"No, I don't wanna sit still, look pretty"
2304,0.0,Never be a weddin' plan for the heartless
2305,1.0,It'll keep you up all night
2306,0.0,Shirt hanging off my shoulders
2307,0.0,"Bread on your head, b****, I'm Jiffy"
2308,1.0,You know I had to eat that
2309,0.0,"They all pray for the time of the day, I been busy"
2310,0.0,I see through her panties like a panoramic (Hey)
2311,0.0,Don't catch you slippin' now
2312,1.0,"So won't you tell me, babe"
2313,1.0,Over and over the only truth
2314,0.0,"So let me tell you all the things he never told you, yeah"
2315,0.0,"I stand on my money then my height, it turn to 9' 10"" (Yeah)"
2316,0.0,And if somebody got a problem
2317,0.0,"Now that all the dawgs free (Yeah, yeah)"
2318,1.0,"There for me, there for me, said you'd be there for me"
2319,1.0,Don't go look at me with that look in your eye
2320,0.0,"f*** Cassandra, Kanesha, Kaneeka and Tisha, Lisa and Tricia (f*** them hoes, uh)"
2321,0.0,"Know that I am, even if I can't understand"
2322,0.0,I got bands in the coupe (Coupe)
2323,0.0,The internet ain't doin' no help
2324,1.0,"Thank you, next"
2325,1.0,Tell me you love me
